,DRG,ID,Name,Adress,City,State,Zipcode,Region,Discharges,Average_Covered_Charges,Average_Total_Payments,Average_Medicare_Payments
14227,073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,19,56667.16,8356.37,7347.0
14852,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,19,31588.53,5520.68,4631.74
14853,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,19,24238.32,6366.53,5442.74
14854,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville,11,16566.55,4753.36,3697.82
14855,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,21,32579.52,8184.81,6418.81
14856,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,55,27255.24,6186.36,4612.27
14857,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,58,31551.76,7351.78,5628.28
14858,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,12,25416.83,5591.92,4759.25
14859,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville,13,13444.23,5163.0,4103.62
14860,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,17,21998.53,5063.88,3665.29
14861,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,40,24296.65,4837.3,3804.13
14862,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,31,18613.35,7001.1,6040.26
14863,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville,21,36703.24,6161.24,4477.76
14864,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,22,59893.0,6325.23,5622.45
14865,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,TN - Nashville,11,29164.27,5178.55,4724.36
14961,078 - HYPERTENSIVE ENCEPHALOPATHY W CC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,13,27058.54,7699.0,5830.46
14962,078 - HYPERTENSIVE ENCEPHALOPATHY W CC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,18,24154.44,7364.11,6249.0
15029,"082 - TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,16,56941.31,12460.94,11372.19
15030,"082 - TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,25,57506.76,15490.72,14387.04
15031,"082 - TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,27,51502.96,13923.37,12259.33
15032,"082 - TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",440152,REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,TN - Memphis,15,95246.73,27510.27,25783.6
15083,"083 - TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,13,54311.92,7593.23,6724.31
15084,"083 - TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,20,36282.25,10232.75,6166.55
15085,"083 - TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,14,47230.5,10320.0,9429.43
15086,"083 - TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,18,25521.28,9233.0,8470.33
15120,"084 - TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,31,19743.39,6232.48,5041.06
15121,"084 - TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,14,15066.5,6945.21,5523.57
15457,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,19,27792.53,11196.74,10140.32
15458,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,37,81278.95,11929.46,11021.89
15459,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,15,34004.07,10955.67,9117.8
15460,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,22,63848.59,12770.59,11696.41
15461,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,35,66553.8,15607.54,14218.49
15462,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,43,55265.91,12583.67,11737.07
15463,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,35,43523.57,13857.03,11816.31
15464,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,20,77025.7,11916.0,10987.0
15465,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,16,33874.31,10329.06,9397.81
15466,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,48,43255.23,13594.6,12497.63
15467,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville,11,43911.91,12855.55,9001.73
15468,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440152,REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,TN - Memphis,26,75158.08,24543.15,23452.08
15469,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,12,29286.17,9546.08,8811.08
15470,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,11,74617.55,12696.27,11418.55
15987,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,27,15978.96,6562.78,5819.37
15988,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,35,59861.06,7020.8,6043.37
15989,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,17,13157.71,6064.06,5476.29
15990,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,33,28013.94,7918.15,5954.33
15991,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,44,47960.05,9686.77,8779.39
15992,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,45,25340.42,6977.16,5893.87
15993,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,33,24908.58,8566.09,6937.0
15994,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,29,28206.34,6697.0,5437.24
15995,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,14,18286.5,6072.36,5188.07
15996,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,30,19821.83,8384.6,7428.87
15997,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440152,REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,TN - Memphis,16,57020.19,18650.38,17822.13
15998,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,14,25300.86,5981.57,5094.14
16411,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,14,11127.0,4643.5,3544.93
16412,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,34,41471.44,5080.09,3760.62
16413,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,11,10502.64,4298.36,3160.91
16414,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,52,20075.88,5558.37,4504.9
16415,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,TN - Kingsport,12,13995.58,4372.58,3337.25
16416,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,20,27815.0,6834.5,5837.5
16417,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,23,15547.39,4868.7,3892.17
16418,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,30,18774.53,6469.5,4451.93
16419,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,18,19521.56,4770.94,3810.28
16420,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,16,19215.19,4215.31,2883.5
16421,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,30,16513.07,6224.37,4856.93
16422,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,TN - Knoxville,12,21979.42,4061.25,2906.25
16423,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,17,37503.06,5537.59,4364.06
16815,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,17,29726.18,9928.88,9102.82
16816,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,TN - Knoxville,17,23990.24,7829.47,6839.59
16817,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville,14,25925.43,8145.71,6645.57
16818,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440035,GATEWAY MEDICAL CENTER,651 DUNLOP LANE,CLARKSVILLE,TN,37040,TN - Nashville,11,44552.64,8071.09,7395.82
16819,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,19,45580.32,12463.32,11871.11
16820,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,22,35597.36,9339.36,8602.82
16821,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,34,34767.62,11665.21,9984.06
16822,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,11,17199.0,7968.36,7518.18
16823,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville,16,17680.25,8051.5,7193.5
16824,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,21,38298.9,8629.19,7793.38
16825,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,22,29639.82,7984.18,7188.36
16826,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,33,27475.27,11240.42,10400.55
16827,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,11,26910.82,8344.27,7447.91
16828,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville,11,44376.73,11819.09,7325.91
16829,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,12,49905.67,10227.67,9395.0
16830,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,15,70109.87,10899.6,8712.53
16831,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,12,25579.17,8285.67,7865.67
17416,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,18,16384.0,5673.22,4225.28
17417,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,13,22773.0,6432.15,5660.15
17418,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,12,38725.33,7895.0,7377.33
17419,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,43,30814.49,5669.14,4641.35
17420,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,42,21249.05,7181.83,5641.81
17421,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,17,10439.47,5195.41,4459.41
17422,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,14,20463.64,5642.21,4754.79
17423,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville,15,12497.93,5330.67,4412.53
17424,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,27,33793.44,5048.41,4035.56
17425,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,34,21635.21,4567.06,3795.29
17426,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,36,22688.17,7116.64,6422.75
17427,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,25,14690.4,5294.88,4344.32
17428,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,12,53648.58,6033.42,5410.75
17429,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,18,15189.61,4828.67,4096.11
17430,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,11,53771.91,7584.64,4694.55
17643,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,12,31423.25,7875.08,5413.08
17644,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,13,19423.0,3801.77,2368.85
17645,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,12,18942.33,5772.67,4741.0
18343,100 - SEIZURES W MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,41,21790.78,8746.12,7458.8
18344,100 - SEIZURES W MCC,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,40,76430.45,9570.78,8208.1
18345,100 - SEIZURES W MCC,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,29,24447.62,8247.03,7463.21
18346,100 - SEIZURES W MCC,440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,34,44455.09,9894.79,8470.38
18347,100 - SEIZURES W MCC,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,TN - Kingsport,12,36695.25,8299.17,7781.5
18348,100 - SEIZURES W MCC,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville,13,24775.69,7895.92,7010.38
18349,100 - SEIZURES W MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,41,58398.98,12891.76,11683.37
18350,100 - SEIZURES W MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,27,42177.41,10051.96,9134.89
18351,100 - SEIZURES W MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,85,28626.82,11236.19,9628.98
18352,100 - SEIZURES W MCC,440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,TN - Nashville,28,34349.71,9459.54,8610.82
18353,100 - SEIZURES W MCC,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,16,20564.38,8319.88,7301.63
18354,100 - SEIZURES W MCC,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,17,29292.24,8841.76,7680.06
18355,100 - SEIZURES W MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,13,27460.31,8343.38,7384.31
18356,100 - SEIZURES W MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,21,25752.76,7929.29,6534.71
18357,100 - SEIZURES W MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,53,36599.87,11017.26,10180.36
18358,100 - SEIZURES W MCC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,27,17671.44,8394.26,7090.52
18359,100 - SEIZURES W MCC,440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville,22,49910.41,8661.55,7557.73
18360,100 - SEIZURES W MCC,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,24,74083.38,10784.29,9629.67
18361,100 - SEIZURES W MCC,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,22,71388.55,10658.5,9821.09
19520,101 - SEIZURES W/O MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,47,15410.3,4741.04,3694.77
